00:02.154  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:36.806  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:37.297  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:37.718  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:38.196  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:38.627  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:39.109  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:39.532  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:40.027  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:40.457  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:40.952  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:41.823  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:42.240  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:42.726  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:43.147  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:43.629  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:44.050  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:44.521  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:44.941  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:45.411  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:45.834  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:46.306  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:46.734  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:47.210  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:47.643  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:48.118  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:48.540  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:49.021  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:49.462  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:49.925  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:50.356  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:50.816  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:51.245  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:51.709  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:52.152  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:52.625  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:53.059  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:53.532  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:53.961  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:54.425  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:54.873  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:55.342  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:55.778  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:56.244  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:56.667  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
[opaque] 111/450 episodes, 3605 frames, 29.9 min, 2.01 fps
29:57.487  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:57.958  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:58.398  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:58.876  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:59.319  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
29:59.786  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:00.215  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:00.678  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:01.110  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:01.590  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:02.015  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:02.491  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:02.913  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:03.387  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:03.813  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:04.286  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:04.710  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:05.182  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:05.614  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:06.086  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:06.516  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:06.989  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:07.418  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:07.898  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:08.335  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:08.809  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:09.234  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:09.711  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:10.135  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:10.644  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:11.050  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:11.516  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:12.368  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:12.790  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:13.268  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:13.698  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:14.167  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:14.596  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:15.087  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:15.501  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:15.974  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:16.393  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:16.856  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:17.293  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:17.777  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:18.209  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:18.675  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:19.106  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:19.576  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:20.006  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:20.478  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:20.903  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:21.371  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:21.800  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:22.267  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:22.696  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:23.165  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:23.600  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:24.069  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:24.502  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:24.967  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:25.402  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:25.862  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:26.300  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:27.115  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:27.598  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:28.034  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:28.504  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:28.935  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:29.404  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:29.830  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:30.348  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:30.762  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:31.242  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:31.662  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:32.133  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:32.558  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:33.019  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:33.438  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:33.906  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:34.335  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:34.804  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:35.238  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:35.700  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:36.146  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:36.623  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:37.050  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:37.524  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:37.946  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:38.426  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:38.855  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:39.318  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:39.752  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:40.217  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:41.078  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:41.517  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:42.016  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:42.445  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:42.947  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:43.380  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:43.893  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:44.368  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:44.890  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:45.380  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:45.867  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:46.368  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:46.805  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:47.301  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:47.737  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:48.231  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:48.655  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:49.142  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:49.572  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:50.055  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:50.473  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:50.937  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:51.360  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:51.834  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:52.261  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:52.736  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:53.162  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:53.633  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:54.066  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:54.527  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:54.959  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:55.782  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:56.246  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:56.690  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:57.170  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:57.605  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:58.068  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:58.500  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:58.963  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:59.390  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
30:59.858  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:00.291  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:00.756  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:01.187  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:01.642  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:02.081  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:02.566  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:02.995  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:03.460  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:03.889  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:04.364  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:04.786  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:05.258  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:05.684  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:06.153  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:06.584  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:07.060  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:07.482  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:07.949  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:08.382  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:08.859  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:09.733  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:10.156  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:10.646  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:11.066  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:11.565  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:11.964  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:12.437  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:12.851  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:13.322  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:13.741  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:14.211  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:14.638  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:15.110  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:15.536  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:16.017  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:16.438  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:16.901  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:17.350  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:17.828  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:18.253  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:18.714  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:19.145  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:19.610  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:20.043  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:20.505  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:20.939  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:21.405  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:21.841  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:22.306  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:22.739  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:23.203  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:23.635  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:24.102  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:24.531  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:25.339  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:25.811  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:26.267  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:26.736  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:27.169  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:27.635  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:28.070  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:28.545  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:28.969  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:29.449  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:29.870  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:30.333  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:30.762  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:31.238  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:31.660  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:32.129  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:32.559  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:33.022  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:33.452  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:33.921  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:34.396  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:34.875  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:35.295  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:35.765  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:36.190  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:36.655  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:37.083  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:37.563  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:37.987  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:38.467  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:38.888  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:39.359  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:40.250  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:40.676  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:41.190  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:41.647  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:42.162  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:42.652  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:43.146  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:43.631  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:44.082  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:44.553  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:44.976  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:45.450  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:45.869  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:46.336  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:46.765  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:47.235  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:47.669  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:48.137  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:48.568  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:49.043  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:49.467  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:49.944  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:50.365  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:50.842  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:51.275  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:51.750  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:52.179  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:52.657  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:53.084  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:53.580  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:54.010  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:54.516  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:54.926  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:55.418  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:55.845  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:56.682  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:57.171  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:57.610  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:58.095  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:58.524  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:58.996  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:59.434  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
31:59.911  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:00.338  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:00.816  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:01.243  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:01.725  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:02.153  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:02.633  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:03.057  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:03.524  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:03.957  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:04.437  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:04.858  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:05.384  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:05.818  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:06.325  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:06.757  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:07.254  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:07.693  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:08.207  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:08.688  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:09.187  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:09.655  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:10.111  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:10.590  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:11.453  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:11.872  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:12.351  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:12.775  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:13.238  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:13.667  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:14.135  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:14.575  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:15.067  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:15.501  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:15.974  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:16.407  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:16.878  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:17.310  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:17.798  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:18.219  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
32:18.690  render           | Saved: '/tmp/clearvla_render_opaque_wrist_11342.png'
